Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,Kensington-Chinatown,2535,,4,604,435,Richmond,435 Richmond St W 604‚ Toronto,M5V 0N3,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,TER,Se,,0,,,621.13,3424.6,C8059118,2/10/2024,799000,769000,769000,,,,,91,Per Old Listing,,5/10/2024,,,HOMELIFE/GTA REALTY INC.,2/9/2024,,5/10/2024,"435 Richmond st, Toronto, ON, Canada","435 Richmond St W, Toronto, ON M5V 0N3, Canada",43.6476289,-79.3968573,,
Toronto,Toronto C01,Waterfront Communities C1,3022,,9,2311,470,Front,470 Front St W 2311‚ Toronto,M5V 0V6,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,New,TER,E,,0,,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",523.74,1,C8060614,2/12/2024,939000,863500,863500,,,,,90,As Per Builder's Plan,,5/12/2024,,,RE/MAX ATRIUM HOME REALTY,2/12/2024,,5/13/2024,"470 Front st, Toronto, ON, Canada","470 Front St W, Toronto, ON M5V 0V6, Canada",43.6426557,-79.3960844,,
Toronto,Toronto C01,Bay Street Corridor,2736,Yc Condos,6,6311,7,Grenville,7 Grenville St 6311‚ Toronto,M4Y 1W9,3,,3,3,2,Open,Condo Apt‚ Apartment,1200-1399,0-5,EXP,Sw,Y,1,Owned,"Bbqs Allowed, Concierge, Guest Suites, Gym, Indoor Pool, Visitor Parking",948.17,8081.9,C8061236,2/12/2024,1815000,1815000,1815000,,,,,88,Over 400 Sq.Ft. Wrap Around Balcony,,,,,HOME LEADER REALTY INC.,2/12/2024,,5/11/2024,"7 Grenville st, Toronto, ON, Canada","7 Grenville St, Toronto, ON M4Y 0E9, Canada",43.6619393,-79.3838729,1289,
Toronto,Toronto C01,University,2375,,6,2307,426,University,426 University Ave 2307‚ Toronto,M5G 1S9,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,SUS,S,,0,Owned,,460.56,2385.26,C8062378,2/12/2024,588000,628800,628800,,,,,91,Geowarehouse,5/13/2024,,,,MASTER`S CHOICE REALTY INC.,2/12/2024,,5/13/2024,"426 University st, Toronto, ON, Canada","426 University Ave, Toronto, ON M5G 1S9, Canada",43.653957,-79.3886581,521,2014
Toronto,Toronto C01,Bay Street Corridor,2421,Aura At College Park,2,4802,386,Yonge,386 Yonge St 4802‚ Toronto,M5B 0A5,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,1000-1199,,EXP,Ne,Y,1,Owned,"Bike Storage, Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Sauna",935.14,5976.4,C8062996,2/12/2024,1199000,1199000,1199000,,,,,90,Builder Plan,,,764211004,1.90E+14,RE/MAX REALTRON YC REALTY,2/12/2024,,5/13/2024,"386 Yonge st, Toronto, ON, Canada","386 Yonge St, Toronto, ON M5B 0A5, Canada",43.6591107,-79.3836104,1056,
Toronto,Toronto C01,Waterfront Communities C1,2547,,4,3304,318,Richmond,318 Richmond St W 3304‚ Toronto,M5V 0B4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,W,,0,,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",408.12,2331.96,C8158678,3/20/2024,659000,659000,659000,,,,,51,L/A,,5/9/2024,,,HIGHGATE PROPERTY INVESTMENTS BROKERAGE INC.,3/19/2024,,5/9/2024,"318 Richmond st, Toronto, ON, Canada","318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.6489242,-79.3921998,,
Toronto,Toronto C01,Waterfront Communities C1,1485,Aqua,16,216,410,Queens,410 Queens Quay W 216‚ Toronto,M5V 3T1,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,,TER,S,,0,,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",561.11,1758.96,C8039712,2/2/2024,660000,660000,660000,,,,,97,Mpac,,5/9/2024,124850024,1.90E+14,ROYAL LEPAGE TERREQUITY REALTY,2/2/2024,,5/9/2024,"410 Queens st, Toronto, ON, Canada","410 Queen St E, Toronto, ON M5A 1T3, Canada",43.6561941,-79.3625458,475,
Toronto,Toronto C01,Waterfront Communities C1,2016,Montage,4,3805,25,Telegram,25 Telegram Mews 3805‚ Toronto,M5V 3Z1,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,,TER,Se,Y,1,Owned,"Concierge, Gym, Lap Pool, Media Room, Rooftop Deck/Garden, Visitor Parking",527.19,2378.6,C8241666,4/17/2024,698900,665000,665000,,,,,22,"As Per Mpac, 628 Sq Ft",,5/9/2024,130160390,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,4/17/2024,,5/9/2024,"25 Telegram st, Toronto, ON, Canada","25 Telegram Mews, Toronto, ON M5V 3Z1, Canada",43.6411466,-79.3942468,628,
Toronto,Toronto C01,Waterfront Communities C1,1371,,602,602,550,Front,550 Front St W 602‚ Toronto,M5V 3N5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,800-899,,TER,Se,Y,1,,"Exercise Room, Gym",940.43,2878.3,C8081494,2/21/2024,788800,788800,788800,,,,,84,828 As Per Mpac,,5/14/2024,,,COLDWELL BANKER RONAN REALTY,2/20/2024,,5/14/2024,"550 Front st, Toronto, ON, Canada","550 Front St W, Toronto, ON M5V 3N5, Canada",43.6414407,-79.3994638,,
Toronto,Toronto C01,Waterfront Communities C1,3008,,19,1721,108,Peter,108 Peter St 1721‚ Toronto,M5V 2G7,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,600-699,New,EXP,N,,0,,"Concierge, Games Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",350.07,3900,C8081590,2/21/2024,748000,748000,748000,,,,,69,Builder's Plan,,,770080281,,RE/MAX HALLMARK REALTY LTD.,2/21/2024,,5/1/2024,"108 Peter st, Toronto, ON, Canada","108 Peter St, Toronto, ON M5V 0W2, Canada",43.6476915,-79.3933074,,
Toronto,Toronto C01,Waterfront Communities C1,2025,Glas Condo,7,407,25,Oxley,25 Oxley St 407‚ Toronto,M5V 2J5,0,1,0+1,1,1,,Condo Apt‚ Apartment,0-499,,TER,N,,0,,"Bike Storage, Concierge, Party/Meeting Room",346.95,1780.12,C8083716,2/21/2024,499000,499000,499000,,,,,82,Owner,,5/13/2024,130250065,,IKON REAL ESTATE INC.,2/21/2024,,5/13/2024,"25 Oxley st, Toronto, ON, Canada","25 Oxley St, Toronto, ON M5V 2J5, Canada",43.6462529,-79.3944679,424,2009
Toronto,Toronto C01,Waterfront Communities C1,2346,,14,2214,352,Front,352 Front St W 2214‚ Toronto,M5V 0K3,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,TER,W,,0,,"Concierge, Exercise Room, Guest Suites, Gym, Media Room, Party/Meeting Room",640,2770.23,C8108082,3/1/2024,899990,899990,899990,,,,,70,As Per Previous Listing,,5/10/2024,763460432,1.90E+14,EXP REALTY,3/1/2024,,5/10/2024,"352 Front st, Toronto, ON, Canada","352 Front St W, Toronto, ON M5V 0K3, Canada",43.6433534,-79.3924515,827,2013
Toronto,Toronto C01,Waterfront Communities C1,1834,Pinnacle Centre Two,7,2507,12,Yonge,12 Yonge St 2507‚ Toronto,M5Z 1E9,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,Sold,S,Y,1,Owned,,683.99,2878.3,C8118146,3/6/2024,859000,750000,699000,750000,107,5/3/2024,6/5/2024,58,Builder Floor Plan,,,128340267,1.90E+14,RIGHT AT HOME REALTY,3/6/2024,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",5/10/2024,"12 Yonge st, Toronto, ON, Canada","12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6429939,-79.3762067,705,
Toronto,Toronto C01,Niagara,2350,,4,704,125,Western Battery,125 Western Battery Rd 704‚ Toronto,M6K 3R8,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,600-699,,Sold,E,Y,1,Owned,,506.62,2531.8,C8252732,4/19/2024,749990,730000,749990,730000,97,5/8/2024,6/4/2024,19,As Per Builder's Floorplan,,,763500090,1.90E+14,SAGE REAL ESTATE LIMITED,4/19/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",5/9/2024,"125 Western Battery st, Toronto, ON, Canada","125 Western Battery Rd, Toronto, ON M6K 3R8, Canada",43.639879,-79.4167935,681,2013
Toronto,Toronto C01,Waterfront Communities C1,1290,Cityscape Terrace,22,322,500,Richmond,500 Richmond St W 322‚ Toronto,M5V 3N4,1,,1,1,1,Open,Condo Apt‚ 2-Storey,800-899,,TER,N,Y,1,,"Guest Suites, Visitor Parking",839.03,2871.6,C8124960,3/8/2024,719900,719900,719900,,,,,63,806 Sf - Mpac,,5/10/2024,122900057,1.90E+14,RE/MAX CONDOS PLUS CORPORATION,3/8/2024,,5/10/2024,"500 Richmond st, Toronto, ON, Canada","500 Richmond St W, Toronto, ON M5V 3N4, Canada",43.6475617,-79.3991385,806,
Toronto,Toronto C01,Niagara,2163,West Harbour Ii,810,810,21,Grand Magazine,21 Grand Magazine St 810‚ Toronto,M5V 1B5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,700-799,,TER,N,,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Recreation Room, Visitor Parking",569.01,2685,C8128098,3/8/2024,769000,769000,769000,,,,,66,Builer's Plan,,5/13/2024,761630166,1.90E+14,RIGHT AT HOME REALTY,3/8/2024,,5/13/2024,"21 Grand Magazine st, Toronto, ON, Canada","21 Grand Magazine St, Toronto, ON M5V 1B5, Canada",43.636454,-79.4018924,737,2011
Toronto,Toronto C01,Waterfront Communities C1,0,Nobu,4,3404,15,Mercer,15 Mercer St 3404‚ Toronto,M5V 3C6,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,800-899,New,TER,N,,0,,"Bike Storage, Concierge, Gym, Rooftop Deck/Garden, Visitor Parking",0,0,C8129026,3/9/2024,1019000,1019000,1019000,,,,,66,Builder's Plans,,5/13/2024,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,3/8/2024,,5/13/2024,"15 Mercer st, Toronto, ON, Canada","15 Mercer St, Toronto, ON M5V 1H2, Canada",43.6455696,-79.3901536,814,
Toronto,Toronto C01,Bay Street Corridor,2516,,5,1805,5,St Joseph,5 St Joseph St 1805‚ Toronto,M4Y 1J6,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,600-699,,EXP,Sw,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",577.12,2928.66,C8129446,3/9/2024,790000,790000,790000,,,,,61,Per Owner,,,,,RE/MAX DASH REALTY,3/9/2024,,5/10/2024,"5 St Joseph st, Toronto, ON, Canada","5 St Joseph St, Toronto, ON M4Y 1Z3, Canada",43.6657586,-79.3856777,656,2016
Toronto,Toronto C01,Niagara,2495,Liberty Central By The Lake,13,1013,51,East Liberty,51 East Liberty St 1013‚ Toronto,M6K 3P8,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,Sold,S,,1,Owned,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room",570.56,3431.31,C8289274,4/30/2024,749900,765000,749900,765000,102,5/8/2024,8/1/2024,8,Builder,,,764950283,1.90E+14,MOVETA REALTY INC.,4/30/2024,"RE/MAX ROUGE RIVER REALTY LTD., BROKERAGE",5/9/2024,"51 East Liberty st, Toronto, ON, Canada","51 E Liberty St, Toronto, ON M6K 3P8, Canada",43.6387841,-79.4120144,816,2015
Toronto,Toronto C01,Waterfront Communities C1,2298,,7,3307,8,Charlotte,8 Charlotte St 3307‚ Toronto,M5V 0K4,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,EXP,W,,1,Owned,,738.72,2951.65,C8129516,3/9/2024,799000,799000,799000,,,,,61,Per Owner,,,762980301,1.90E+14,RE/MAX DASH REALTY,3/9/2024,,5/10/2024,"8 Charlotte st, Toronto, ON, Canada","8 Charlotte St, Toronto, ON M5V 0K4, Canada",43.6460181,-79.3938391,,
Toronto,Toronto C01,Waterfront Communities C1,1843,Pinnacle Centre Condos,11,411,12,Yonge,12 Yonge St 411‚ Toronto,M5E 1Z9,2,1,2+1,3,1,Open,Condo Apt‚ Apartment,800-899,16-30,Sold,Sw,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",799.54,3431.31,C8131006,3/11/2024,799999,733500,799999,733500,92,5/5/2024,5/28/2024,55,Previous Listing,,,,,HOMELIFE GOLD PACIFIC REALTY INC.,3/11/2024,"RIGHT AT HOME REALTY, BROKERAGE",5/10/2024,"12 Yonge st, Toronto, ON, Canada","12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6429939,-79.3762067,873,
Toronto,Toronto C01,Waterfront Communities C1,1694,,5,3506,10,Navy Wharf,10 Navy Wharf Crt 3506‚ Toronto,M5V 3V2,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,700-799,,TER,Ne,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",750.11,2658.4,C8242156,4/17/2024,789900,789900,789900,,,,,22,733 Sqft - Mpac,,5/9/2024,,,ROYAL LEPAGE SIGNATURE REALTY,4/17/2024,,5/9/2024,"10 Navy Wharf st, Toronto, ON, Canada","10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada",43.6404514,-79.3919349,733,
Toronto,Toronto C01,Bay Street Corridor,932,Empire Plaza,2703,2703,33,University,33 University Ave 2703‚ Toronto,M5J 2S7,3,,3,3,3,,Condo Apt‚ Apartment,2500-2749,,TER,S,Y,2,Owned,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",2188,7368,C8142266,3/14/2024,1789000,1789000,1789000,,,,,61,2505,,5/13/2024,,,PSR,3/13/2024,,5/14/2024,"33 University st, Toronto, ON, Canada","33 University Ave, Toronto, ON M5J 2S7, Canada",43.6462538,-79.3835997,2500,
Toronto,Toronto C01,Bay Street Corridor,2529,,16,1017,70,Temperance,70 Temperance St 1017‚ Toronto,M5H 0B1,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,700-799,,TER,N,,0,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Media Room, Party/Meeting Room",568.38,3564.56,C8142378,3/14/2024,849900,849900,849900,,,,,61,746 Sqft - Floor Plan,,5/14/2024,,,ROYAL LEPAGE SIGNATURE REALTY,3/14/2024,,5/14/2024,"70 Temperance st, Toronto, ON, Canada","70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505301,-79.3821482,746,2016
Toronto,Toronto C01,Niagara,2424,Dna3,517,517,1030,King,1030 King St W 517‚ Toronto,M6K 0B4,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,S,,0,Owned,"Bike Storage, Concierge, Games Room, Gym, Media Room",438.61,2545.16,C8142584,3/14/2024,690000,690000,690000,,,,,59,630Sqft As Per Mpac,,5/12/2024,764240349,1.90E+14,QUEENSWAY REAL ESTATE BROKERAGE INC.,3/14/2024,,5/12/2024,"1030 King st, Toronto, ON, Canada","1030 King St W, Toronto, ON M6K 0B4, Canada",43.6415878,-79.415938,630,2015
Toronto,Toronto C01,Bay Street Corridor,2258,Shangri-La Toronto Residences,7,4707,180,University,180 University Ave 4707‚ Toronto,M5H 0A2,2,,2,2,2,Terr,Condo Apt‚ Apartment,1400-1599,,TER,E,Y,1,Owned,"Car Wash, Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room",1755.89,8295,C8147086,3/15/2024,1849900,1849900,1849900,,,,,59,Seller,,5/13/2024,,,RE/MAX HALLMARK BIBBY GROUP REALTY,3/15/2024,,5/13/2024,"180 University st, Toronto, ON, Canada","180 University Ave, Toronto, ON M5H 0A2, Canada",43.6488268,-79.386259,1400,2012
Toronto,Toronto C01,Waterfront Communities C1,2102,,18,918,75,Portland,75 Portland St 918‚ Toronto,M5V 2M9,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,800-899,,EXP,E,,1,Owned,"Bbqs Allowed, Concierge, Gym, Security Guard",683,3750,C8023178,1/25/2024,829900,829900,829900,,,,,91,Floor Plans,3/16/2024,,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,1/25/2024,,5/9/2024,"75 Portland st, Toronto, ON, Canada","75 Portland St, Toronto, ON M5V 2M9, Canada",43.6439201,-79.3994776,,2010
Toronto,Toronto C01,Waterfront Communities C1,2553,One Eleven,11,1211,111,Bathurst,111 Bathurst St 1211‚ Toronto,M5V 0M9,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,,TER,Nw,Y,1,Owned,"Bbqs Allowed, Concierge, Party/Meeting Room, Rooftop Deck/Garden",466.14,3258.08,C8154174,3/19/2024,789900,764900,764900,,,,,52,Builder's Plan,,5/10/2024,,,RE/MAX REAL ESTATE SOLUTIONS,3/19/2024,,5/10/2024,"111 Bathurst st, Toronto, ON, Canada","111 Bathurst St, Toronto, ON M5V 0M9, Canada",43.6448228,-79.4028037,645,
Toronto,Toronto C01,Waterfront Communities C1,2460,,2,1502,8,Mercer,8 Mercer St 1502‚ Toronto,M5V 0C4,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,TER,E,Y,1,Owned,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",554.75,4084.26,C8155244,3/19/2024,988800,988800,988800,,,,,55,Floor Plans,,5/13/2024,764600204,1.90E+14,ROYAL LEPAGE TERREQUITY REALTY,3/19/2024,,5/13/2024,"8 Mercer st, Toronto, ON, Canada","8 Mercer St, Toronto, ON M5V 0C4, Canada",43.6459498,-79.3897558,,
Toronto,Toronto C01,Niagara,2832,,2,402,30,Ordnance,30 Ordnance St 402‚ Toronto,M6K 0C8,2,,2,2,2,Terr,Condo Apt‚ Apartment,800-899,,TER,E,,0,Owned,"Bike Storage, Concierge, Exercise Room, Gym, Visitor Parking",632.5,2931.61,C8168704,3/23/2024,879000,854900,854900,,,,,51,Floorplan,,5/13/2024,,,RE/MAX EXPERTS,3/23/2024,,5/13/2024,"30 Ordnance st, Toronto, ON, Canada","30 Ordnance St, Toronto, ON M6K 0C8, Canada",43.6398317,-79.4098558,800,
Toronto,Toronto C01,Waterfront Communities C1,2872,Fortune At Fort York,41,641,38,Iannuzzi,38 Iannuzzi St 641‚ Toronto,M5V 0S2,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,700-799,0-5,TER,Ne,Y,1,Owned,,566.64,3191,C8168018,3/23/2024,850000,850000,850000,,,,,47,Floor Plan,,5/9/2024,,,PROPERTY.CA INC.,3/23/2024,,5/9/2024,"38 Iannuzzi st, Toronto, ON, Canada","38 Iannuzzi St, Toronto, ON M5V 0S2, Canada",43.6371716,-79.4014302,715,
Toronto,Toronto C01,Waterfront Communities C1,2573,Studio 2 Condos,6,1906,30,Nelson,30 Nelson St 1906‚ Toronto,M5V 0H5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,S,Y,1,,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",619.39,3158.13,C8171394,3/25/2024,729900,709900,709900,,,,,46,As Per Plan,,5/10/2024,765730227,1.90E+14,HOMELIFE LANDMARK REALTY INC.,3/25/2024,,5/10/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119,662,
Toronto,Toronto C01,Waterfront Communities C1,1797,,9,211,38,Niagara,38 Niagara St 211‚ Toronto,M5V 3X1,2,,2,2,2,Terr,Condo Apt‚ Loft,800-899,16-30,TER,S,Y,1,Owned,"Recreation Room, Rooftop Deck/Garden",661.39,3258,C8171686,3/25/2024,929000,929000,929000,,,,,46,829,,5/10/2024,127970044,1.90E+14,FOREST HILL REAL ESTATE INC.,3/25/2024,,5/10/2024,"38 Niagara st, Toronto, ON, Canada","38 Niagara St, Toronto, ON M5V 3X1, Canada",43.6421477,-79.401584,818,2006
Toronto,Toronto C01,Waterfront Communities C1,2009,,17,1520,4K,Spadina,4K Spadina Ave 1520‚ Toronto,M5V 3Y9,3,,3,3,2,Terr,Condo Apt‚ Apartment,900-999,,Sold,W,Y,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym, Visitor Parking",716.87,3298,C8233200,4/14/2024,899000,889000,899000,889000,99,5/2/2024,6/26/2024,23,Per Builder,,,,1.90E+13,PROMPTON REAL ESTATE SERVICES CORP.,4/9/2024,"RE/MAX REALTY SERVICES INC., BROKERAGE",5/9/2024,"4K Spadina st, Toronto, ON, Canada","4K Spadina Ave., Toronto, ON M5V 3Y9, Canada",43.6411842,-79.3938495,916,
Toronto,Toronto C01,Waterfront Communities C1,0,,3,2903,15,Mercer,15 Mercer St 2903‚ Toronto,M5V 0T8,1,,1,1,1,,Condo Apt‚ Apartment,0-499,New,TER,W,,0,,,0,0,C8173974,3/26/2024,574990,574000,574000,,,,,49,Builder,,5/13/2024,,,PRECON REALTY POINT,3/25/2024,,5/13/2024,"15 Mercer st, Toronto, ON, Canada","15 Mercer St, Toronto, ON M5V 1H2, Canada",43.6455696,-79.3901536,499,
Toronto,Toronto C01,Bay Street Corridor,2736,,1,4301,7,Grenville,7 Grenville St 4301‚ Toronto,M4Y 1W9,2,,2,2,2,Jlte,Comm Element Condo‚ Apartment,600-699,,Sold,Nw,,0,,,466.68,3124.8,C8175378,3/26/2024,925000,890000,925000,890000,96,5/4/2024,8/8/2024,43,Builder,,,,,SPECTRUM REALTY SERVICES INC.,3/22/2024,"MEHOME REALTY (ONTARIO) INC., BROKERAGE",5/9/2024,"7 Grenville st, Toronto, ON, Canada","7 Grenville St, Toronto, ON M4Y 0E9, Canada",43.6619393,-79.3838729,600,
Toronto,Toronto C01,Bay Street Corridor,1510,Elev'n Residences,1,301,1121,Bay,1121 Bay St 301‚ Toronto,M5S 3L9,2,,2,2,2,,Condo Apt‚ Apartment,1000-1199,,TER,Ew,,0,,"Concierge, Recreation Room, Sauna",1325.8,4390.75,C8265972,4/24/2024,899000,899000,899000,,,,,15,As Per Builder Plans,,5/9/2024,,,PROPERTY.CA INC.,4/24/2024,,5/9/2024,"1121 Bay st, Toronto, ON, Canada","1121 Bay St., Toronto, ON M5S 3L9, Canada",43.6679864,-79.3885486,1055,
Toronto,Toronto C01,Bay Street Corridor,747,,6,,82,St Nicholas,82 St Nicholas St‚ Toronto,M4Y 1W7,1,1,1+1,2,2,Terr,Condo Townhouse‚ Stacked Townhse,1000-1199,,TER,Ew,,1,,,822.39,4550.65,C8288784,4/30/2024,899000,899000,899000,,,,,9,As Per Mpac,,5/9/2024,117470006,1.90E+14,KELLER WILLIAMS CO-ELEVATION REALTY,4/30/2024,,5/9/2024,"82 St Nicholas st, Toronto, ON, Canada","82 St Nicholas St, Toronto, ON M4Y 1W7, Canada",43.6670544,-79.3865764,1000,
Toronto,Toronto C01,Waterfront Communities C1,1949,,13,5216,11,Brunel,11 Brunel Crt 5216‚ Toronto,M5V 3Y3,1,,1,1,1,,Condo Apt‚ Apartment,0-499,,Sold,W,,0,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room",371.86,1672.3,C8174028,3/26/2024,548000,536000,548000,536000,98,5/2/2024,6/13/2024,37,468 Sf,,,129490588,1.90E+14,PROMPTON REAL ESTATE SERVICES CORP.,3/26/2024,"KELLER WILLIAMS REALTY CENTRES, BROKERAGE",5/14/2024,"11 Brunel st, Toronto, ON, Canada","11 Brunel St, Maple, ON L6A 0R4, Canada",43.856356,-79.4930834,468,
Toronto,Toronto C01,Niagara,1799,,41,241,1005,King,1005 King St W 241‚ Toronto,M6K 3M8,1,,1,1,1,Jlte,Condo Apt‚ Apartment,500-599,,TER,Sw,Y,1,,"Concierge, Gym, Media Room, Visitor Parking",429.62,2212.03,C8174174,3/26/2024,549000,549000,549000,,,,,49,Mpac,,5/14/2024,,,RE/MAX REALTY SERVICES INC.,3/26/2024,,5/14/2024,"1005 King st, Toronto, ON, Canada","1005 King St W, Toronto, ON M6K 3M8, Canada",43.6414302,-79.4143265,,2006
Toronto,Toronto C01,Bay Street Corridor,1781,Eleven Residences,7,1607,11,St Joseph,11 St Joseph St 1607‚ Toronto,M4Y 3G4,2,,2,2,2,Terr,Condo Apt‚ Apartment,1000-1199,16-30,Sold,N,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",926.88,4470.7,C8176148,3/27/2024,1100000,995000,1025000,995000,97,5/9/2024,7/30/2024,43,"1,054 Sq Ft Per Mpac",,,127810196,1.90E+14,ROYAL LEPAGE TERREQUITY PRINCIPLED REALTY,3/27/2024,"BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY, BROKERAGE",5/10/2024,"11 St Joseph st, Toronto, ON, Canada","11 St Joseph St, Toronto, ON M4Y 3G4, Canada",43.6657429,-79.3861318,1069,2010
Toronto,Toronto C01,Waterfront Communities C1,2963,,8,2208,357,King,357 King St W 2208‚ Toronto,M5V 0S7,2,,2,2,2,,Condo Apt‚ Apartment,800-899,,TER,Se,,0,,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Recreation Room",542.94,3044.6,C8187282,4/1/2024,985000,970000,970000,,,,,38,818 Sqft As Per Builder,,5/9/2024,,,ROYAL LEPAGE YOUR COMMUNITY REALTY,4/1/2024,,5/9/2024,"357 King st, Toronto, ON, Canada","357 King St W, Toronto, ON M5V 0S7, Canada",43.6457762,-79.3925063,818,
Toronto,Toronto C01,Niagara,2915,Liberty Market Tower Condos,5,2105,135,East Liberty,135 East Liberty St 2105‚ Toronto,M6K 0G7,2,1,2+1,3,2,Terr,Condo Apt‚ Apartment,700-799,,EXP,Sw,,1,Exclusive,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room",787.62,2988,C8180400,3/28/2024,899000,899000,899000,,,,,46,As Per Builder Floor Plan,,,769150190,1.90E+14,HOMELIFE LANDMARK REALTY INC.,3/27/2024,,5/13/2024,"135 East Liberty st, Toronto, ON, Canada","135 E Liberty St, Toronto, ON M6K 0G7, Canada",43.638566,-79.416906,,
Toronto,Toronto C01,Niagara,2322,King West Condominiums,20,1114,75,East Liberty,75 East Liberty St 1114‚ Toronto,M6K 3R3,2,,2,2,2,Terr,Condo Apt‚ Apartment,800-899,,Sold,Nw,Y,1,Owned,"Bbqs Allowed, Games Room, Guest Suites, Gym, Indoor Pool, Visitor Parking",705.92,3437.98,C8183236,3/29/2024,925000,895000,925000,895000,97,5/7/2024,6/28/2024,39,881 S.F. + 668 S.F 2 Terraces,,,763221184,1.90E+14,REAL ESTATE HOMEWARD,3/29/2024,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",5/11/2024,"75 East Liberty st, Toronto, ON, Canada","75 E Liberty St, Toronto, ON M6K 3R3, Canada",43.6380814,-79.4147929,883,
