Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date
Toronto,Toronto C01,University,0,,0,,234,Simcoe,234 Simcoe StÂ Toronto,M5T 1T4,2,,2,2,2,Open,Comm Element CondoÂ Apartment,600-699,New,SUS,Ne,,0,,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",468,0,C8094928,2/26/2024,850000,850000,850000,,,,,67,698 Sqft Per Floor Plan,5/3/2024,5/3/2024,,,,,DREAM HOME REALTY INC.,2/26/2024,,5/3/2024
Toronto,Toronto C01,Bay Street Corridor,2088,,1004,1004,35,Balmuto,35 Balmuto St 1004Â Toronto,M4Y 0A3,1,1,1Â +Â 1,2,2,Open,Condo AptÂ Apartment,800-899,2024-11-15 0:00,TER,Nw,,0,Exclusive,"Concierge, Exercise Room, Gym, Media Room, Party/Meeting Room, Visitor Parking",758.42,4004.36,C8204122,4/4/2024,860000,860000,860000,,,,,33,825 As Per Builder Plan,,,5/7/2024,5/7/2024,762080099,1.90E+14,WEB MAX REALTY INC.,4/4/2024,,5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,2204,,11,4511,33,Bay,33 Bay St 4511Â Toronto,M5J 2Z3,1,,1,1,1,Encl,Condo AptÂ Apartment,600-699,16-30,EXP,S,Y,1,Common,"Bus Ctr (Wifi Bldg), Concierge, Guest Suites, Gym, Indoor Pool, Sauna",460.2,2591.28,C7346240,12/7/2023,862888,862888,862888,,,,,147,Per Floor Plan,,,,,,,LIVING REALTY INC.,12/7/2023,,5/3/2024
Toronto,Toronto C01,Kensington-Chinatown,2856,,5,2905,203,College,203 College St 2905Â Toronto,M5T 0C8,1,1,1Â +Â 1,2,2,,Condo AptÂ Apartment,500-599,0-5,Sold,N,,0,,,524.76,3198.12,C8176058,3/27/2024,929000,870000,929000,870000,94,5/3/2024,6/18/2024,37,Floor Plan,,,,,768560231,1.90E+14,BAY STREET GROUP INC.,3/27/2024,"RE/MAX REALTRON REALTY INC., BROKERAGE",5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2963,,8,2708,357,King,357 King St W 2708Â Toronto,M5V 0S7,2,,2,2,2,,Condo AptÂ Apartment,800-899,,Sold,S,,0,,,542.94,2789,C8266424,4/24/2024,799000,875000,799000,875000,110,5/3/2024,6/10/2024,9,818 As Per Mpac,,,,,,,BRAD J. LAMB REALTY 2016 INC.,4/24/2024,"KELLER WILLIAMS REFERRED URBAN PIERRE CARAPETIAN GROUP REALTY, BROKERAGE",5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,2835,330 Richmond,3,2003,330,Richmond,330 Richmond St W 2003Â Toronto,M5V 0M4,2,,2,2,2,Open,Condo AptÂ Apartment,700-799,0-5,TER,S,Y,1,Exclusive,"Bbqs Allowed, Exercise Room, Games Room, Guest Suites, Media Room, Outdoor Pool",676.55,3671.1,C8171076,3/25/2024,879999,879999,879999,,,,,42,771 Sq Ft,,,5/6/2024,5/6/2024,768350237,1.90E+14,INTERCITY REALTY INC.,3/25/2024,,5/6/2024
Toronto,Toronto C01,Waterfront Communities C1,1396,,23,509,550,Queens,550 Queens Quay W 509Â Toronto,M5V 3M8,2,,2,2,2,,Condo AptÂ Apartment,700-799,,TER,W,Y,1,Owned,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",626.51,2591.81,C8109194,3/2/2024,889900,889900,889900,,,,,65,Previous Listing,,,5/6/2024,5/7/2024,123960117,1.90E+14,RE/MAX GOLD REALTY INC.,3/2/2024,,5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,1371,,14,614,550,Front,550 Front St W 614Â Toronto,M5V 3N5,2,1,2Â +Â 1,3,2,Open,Condo AptÂ 2-Storey,1000-1199,,TER,N,Y,1,Owned,"Bbqs Allowed, Bike Storage, Gym",984.17,3557.9,C8276850,4/27/2024,899900,899900,899900,,,,,11,As Per Builder Floorplan,,,5/8/2024,5/8/2024,123710183,1.90E+14,RE/MAX CROSSROADS REALTY INC.,4/27/2024,,5/8/2024
Toronto,Toronto C01,Niagara,1400,,423,423,12,Douro,12 Douro St 423Â Toronto,M6K 3M4,3,,3,3,2,Terr,Condo TownhouseÂ Stacked Townhse,1000-1199,16-30,Sold,E,Y,1,,"Bbqs Allowed, Visitor Parking",952.62,3812.49,C8287524,4/30/2024,910000,900000,910000,900000,99,5/8/2024,7/2/2024,8,Iguide,,,,,124000081,1.90E+14,DAVENPORT REALTY BROKERAGE,4/30/2024,"PROPERTY.CA INC., BROKERAGE",5/8/2024
Toronto,Toronto C01,Niagara,1977,Zip Condos And Lofts,5,1405,80,Western Battery,80 Western Battery Rd 1405Â Toronto,M6K 3S1,2,,2,2,2,Terr,Condo AptÂ Apartment,800-899,2024-11-15 0:00,TER,N,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",748.56,3018.22,C8258878,4/22/2024,910000,910000,910000,,,,,14,Mpac,,,5/6/2024,5/6/2024,129770250,1.90E+14,CORE ASSETS REAL ESTATE,4/22/2024,,5/6/2024
Toronto,Toronto C01,Waterfront Communities C1,2433,The York Harbour,6,506,35,Bastion,35 Bastion St 506Â Toronto,M5V 0C2,2,1,2Â +Â 1,3,2,Open,Condo AptÂ Apartment,900-999,2024-06-10 0:00,Sold,Se,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Media Room, Outdoor Pool, Visitor Parking",793.74,3144.81,C8117344,3/6/2024,948000,931000,928000,931000,100,5/6/2024,6/28/2024,61,Mpac,,,,,,1.90E+14,CENTURY 21 SKYLARK REAL ESTATE LTD.,3/6/2024,"RE/MAX DYNAMICS REALTY, BROKERAGE",5/6/2024
Toronto,Toronto C01,Waterfront Communities C1,2338,,1,4201,300,Front,300 Front St W 4201Â Toronto,M5V 0E9,2,,2,2,2,Open,Condo AptÂ Apartment,800-899,2024-06-10 0:00,Sold,W,Y,1,Owned,"Concierge, Gym, Outdoor Pool, Visitor Parking",686.78,4477.36,C8165570,3/22/2024,999900,935000,959000,935000,97,5/1/2024,5/30/2024,40,885 Sq.Ft.,,,,,,,EXPRESS REALTY INC.,3/22/2024,"RE/MAX REALTY SERVICES INC., BROKERAGE",5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,2824,,16,2705,125,Blue Jays,125 Blue Jays Way 2705Â Toronto,M5V 0N5,2,,2,2,2,Terr,Condo AptÂ Apartment,800-899,,Sold,Nw,Y,1,,,758.55,4364,C8258206,4/22/2024,949000,935000,949000,935000,99,5/8/2024,6/27/2024,16,865Sqft,,,,,768240430,1.90E+14,RE/MAX HALLMARK REALTY LTD.,4/22/2024,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",5/8/2024
Toronto,Toronto C01,Bay Street Corridor,2736,,6,1707,7,Grenville,7 Grenville St 1707Â Toronto,M4Y 1A1,2,,2,2,2,Open,Condo AptÂ Apartment,600-699,0-5,TER,E,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",490,3005,C8277934,4/28/2024,939000,939000,939000,,,,,8,668,,,5/6/2024,5/6/2024,,,TOP ASSETS REALTY INC.,4/28/2024,,5/6/2024
Toronto,Toronto C01,Niagara,651,,13,594,574,Wellington,574 Wellington St W 594Â Toronto,M5V 2X5,2,1,2Â +Â 1,3,2,Terr,Condo TownhouseÂ Stacked Townhse,1400-1599,31-50,Sold,Ns,Y,1,,"Bbqs Allowed, Gym, Indoor Pool, Outdoor Pool, Sauna, Squash/Racquet Court",1100.39,3545.14,C8289272,4/30/2024,799000,950000,799000,950000,119,5/4/2024,7/5/2024,4,1483 Sq Ft-Plans4U,,,,,116510034,1.90E+14,SOTHEBY`S INTERNATIONAL REALTY CANADA,4/30/2024,"CENTURY 21 HERITAGE GROUP LTD., BROKERAGE",5/4/2024
Toronto,Toronto C01,Waterfront Communities C1,2658,Harbour Plaza,2,5602,100,Harbour,100 Harbour St 5602Â Toronto,M5J 0B5,2,,2,2,2,Open,Condo AptÂ Apartment,600-699,2024-06-10 0:00,TER,Nw,Y,1,,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Recreation Room",830.77,3524.59,C8168742,3/23/2024,990000,960000,960000,,,,,43,Per Builder,,,5/5/2024,5/5/2024,,1.90E+14,HOMELIFE LANDMARK REALTY INC.,3/23/2024,,5/5/2024
Toronto,Toronto C01,Waterfront Communities C1,1928,Infinity Ii,9,1610,51,Lower Simcoe,51 Lower Simcoe St 1610Â Toronto,M5J 3A2,2,,2,2,2,Open,Condo AptÂ Apartment,800-899,,Sold,W,Y,1,,"Bus Ctr (Wifi Bldg), Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",751.06,3376,C8253308,4/19/2024,969000,960000,969000,960000,99,4/24/2024,5/31/2024,5,Builder,,,,,129280223,1.90E+14,RE/MAX CROSSROADS REALTY INC.,4/19/2024,"WARWICK REALTY GROUP INC., BROKERAGE",5/7/2024
Toronto,Toronto C01,Kensington-Chinatown,2770,,10,3511,488,University,488 University Ave 3511Â Toronto,M5G 0C1,1,1,1Â +Â 1,2,1,Open,Condo AptÂ Apartment,600-699,,TER,W,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",504.28,3218.1,C8255750,4/21/2024,969000,969000,969000,,,,,12,Floor Plan,,,5/3/2024,5/3/2024,,,RE/MAX ATRIUM HOME REALTY,4/21/2024,,5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2025,,9,909,25,Oxley,25 Oxley St 909Â Toronto,M5V 2J6,1,1,1Â +Â 1,2,1,Open,Condo AptÂ Apartment,800-899,,TER,S,Y,1,Owned,"Bbqs Allowed, Concierge, Party/Meeting Room",586.85,3338,C8252168,4/19/2024,974900,974900,974900,,,,,14,As Per Seller,,,5/3/2024,5/3/2024,,1.90E+14,RE/MAX PREMIER INC.,4/19/2024,,5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2460,The Mercer,5,2005,8,Mercer,8 Mercer St 2005Â Toronto,M5V 0C4,2,,2,2,2,Open,Condo AptÂ Apartment,800-899,,TER,Se,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",554.75,4084.26,C8241536,4/17/2024,985800,985800,985800,,,,,17,Total Space | Builder Floorplan,,,5/4/2024,5/4/2024,764600267,1.90E+14,WALLACE TAYLOR REALTY INC.,4/17/2024,,5/4/2024
Toronto,Toronto C01,Kensington-Chinatown,2770,488 University,9,4811,488,University,488 University Ave 4811Â Toronto,M5G 0C1,1,1,1Â +Â 1,2,1,Open,Condo AptÂ Apartment,600-699,0-5,EXP,W,,0,,"Concierge, Rooftop Deck/Garden",504.28,3218.1,C8076138,2/17/2024,990000,990000,990000,,,,,77,Builder's Floorplan,,,,,,,CONDOWONG REAL ESTATE INC.,2/17/2024,,5/5/2024
Toronto,Toronto C01,Waterfront Communities C1,0,,27,2927,28,Widmer,28 Widmer St 2927Â Toronto,M5V 2E7,2,,2,2,2,Encl,Comm Element CondoÂ Apartment,600-699,New,TER,N,,0,,,0,0,C8132766,3/11/2024,999900,999900,999900,,,,,57,Floor Plan,,,5/7/2024,5/7/2024,,,ROYAL LEPAGE CERTIFIED REALTY,3/11/2024,,5/7/2024
Toronto,Toronto C01,Bay Street Corridor,2525,U Condominiums,16,2105,1080,Bay,1080 Bay St 2105Â Toronto,M5S 0A5,1,1,1Â +Â 1,2,1,Open,Condo AptÂ Apartment,600-699,,Sold,W,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",552.78,3677.84,C8225372,4/11/2024,1059000,1000000,1059000,1000000,94,4/25/2024,5/30/2024,14,648 Sq Ft As Per Floor Plan,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,4/11/2024,"ROYAL LEPAGE GOLDEN RIDGE HARBORELITE REALTY, BROKERAGE",5/3/2024
Toronto,Toronto C01,Niagara,843,Copperfield I & Ii Townhomes,10,,10B,Shank,10B Shank StÂ Toronto,M6J 3T1,2,,2,2,3,Open,Condo TownhouseÂ Stacked Townhse,1200-1399,31-50,Sold,Sw,Y,1,Exclusive,Bbqs Allowed,1021.48,4010.97,C8193296,4/2/2024,1149000,1041540,1124900,1041540,93,5/2/2024,7/16/2024,30,"1365Sf Int, 55Sf Ext As Per Professional Floor Plan",,,,,118430038,1.90E+14,FOX MARIN ASSOCIATES LTD.,4/2/2024,"ROYAL LEPAGE/J & D DIVISION, BROKERAGE",5/3/2024
Toronto,Toronto C01,Niagara,1457,Massey Square Condos,25,Th 112,39,Shank,39 Shank St Th 112Â Toronto,M6J 3X3,2,,2,2,2,Terr,Condo TownhouseÂ 2-Storey,1000-1199,,Sold,S,Y,1,Exclusive,"Bbqs Allowed, Bike Storage, Gym, Party/Meeting Room, Visitor Parking",651.34,3584.5,C8291512,5/1/2024,949000,1050000,949000,1050000,111,5/6/2024,8/1/2024,5,Floor Plan,,,,,124570285,1.90E+14,FOREST HILL REAL ESTATE INC.,5/1/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,2157,,5,2008,10,Capreol,10 Capreol Crt 2008Â Toronto,M5V 4B3,3,1,3Â +Â 1,4,2,Open,Condo AptÂ Apartment,1000-1199,,Sold,Se,Y,1,Owned,"Exercise Room, Guest Suites, Lap Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",915.65,4077.5,C8250644,4/19/2024,1090000,1050000,1090000,1050000,96,5/3/2024,7/24/2024,14,Mpac,,,,,761570570,1.90E+14,RE/MAX REALTY SPECIALISTS INC.,4/19/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2130,The Residence Of Maple Leaf Square,8,2908,65,Bremner,65 Bremner Blvd 2908Â Toronto,M5J 0A7,2,,2,2,3,Open,Comm Element CondoÂ Apartment,1000-1199,,SUS,Ne,Y,1,Exclusive,,1214.33,4477.36,C8197026,4/3/2024,1070000,1070000,1070000,,,,,34,1184.38,5/7/2024,5/8/2024,,,761300431,1.90E+14,RIGHT AT HOME REALTY,4/3/2024,,5/8/2024
Toronto,Toronto C01,Waterfront Communities C1,2307,The Garrison,26,929,169,Fort York,169 Fort York Blvd 929Â Toronto,M5V 0C8,2,1,2Â +Â 1,3,2,Open,Condo AptÂ 2-Storey,1000-1199,2024-06-10 0:00,Sold,N,Y,1,Owned,"Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",743.57,3491.27,C8273490,4/26/2024,998000,1088800,998000,1088800,109,4/28/2024,5/28/2024,2,"Flr Pln, 195 Sqf Exterior",,,,,763070225,1.90E+14,HOMELIFE NEW WORLD REALTY INC.,4/26/2024,"RIGHT AT HOME REALTY, BROKERAGE",5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2824,King Blue,22,2311,125,Blue Jays,125 Blue Jays Way 2311Â Toronto,M5V 0N5,3,,3,3,2,Open,Condo AptÂ Apartment,800-899,0-5,TER,Se,Y,1,,,744.53,4264.13,C8179700,3/28/2024,1098000,1098000,1098000,,,,,41,837 Sqft,,,5/6/2024,5/6/2024,768240370,1.90E+14,HC REALTY GROUP INC.,3/26/2024,,5/6/2024
Toronto,Toronto C01,Niagara,2444,Dna Condos 3,6,106,1030,King,1030 King St W 106Â Toronto,M6K 0B4,2,,2,2,2,Open,Condo TownhouseÂ 2-Storey,900-999,,TER,Ne,Y,1,,"Concierge, Games Room, Gym, Party/Meeting Room, Visitor Parking",694.25,3406.06,C8129604,3/9/2024,1129900,1129900,1129900,,,,,59,921 As Per Mpac,,,5/7/2024,5/7/2024,,,RE/MAX PREMIER INC.,3/9/2024,,5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,3022,,12,2015,470,Front,470 Front St W 2015Â Toronto,M5V 0V6,2,,2,2,2,Open,Condo AptÂ Apartment,800-899,,TER,W,,0,,,713,0,C8174606,3/26/2024,800000,1168000,1168000,,,,,38,Per Builder's Plan,,,5/3/2024,5/3/2024,,,RE/MAX REALTRON WENDY ZHENG REALTY,3/26/2024,,5/3/2024
Toronto,Toronto C01,Niagara,1328,,17,317,993,Queen,993 Queen St W 317Â Toronto,M6J 1H2,1,,1,1,1,,Condo AptÂ Loft,900-999,,TER,N,Y,0,,"Concierge, Exercise Room, Gym, Rooftop Deck/Garden",544,3956.04,C8259872,4/22/2024,1179900,1179900,1179900,,,,,15,Floor Plan,,,5/7/2024,5/7/2024,123280065,1.90E+14,SAGE REAL ESTATE LIMITED,4/22/2024,,5/7/2024
Toronto,Toronto C01,Niagara,1328,The Candy Factory Lofts,7,407,993,Queen,993 Queen St W 407Â Toronto,M6J 1H2,1,,1,1,1,Jlte,Condo AptÂ Loft,1000-1199,,TER,S,Y,1,Owned,"Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Visitor Parking",640.93,4184.2,C8220046,4/10/2024,1099000,1189000,1189000,,,,,24,Mpac,,,5/3/2024,5/3/2024,123280080,1.90E+14,SAGE REAL ESTATE LIMITED,4/9/2024,,5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,3038,Central Condo,10,2811,38,Widmer,38 Widmer St 2811Â Toronto,M5V 0V7,3,,3,3,2,Open,Condo AptÂ Apartment,900-999,New,TER,Nw,Y,1,,"Bike Storage, Concierge, Gym, Indoor Pool, Visitor Parking",717.86,0,C8223206,4/11/2024,1290000,1190000,1190000,,,,,27,910+200 Sf,,,5/8/2024,5/8/2024,,,SMART SOLD REALTY,4/11/2024,,5/8/2024
Toronto,Toronto C01,Trinity-Bellwoods,2636,109Oz,7,Ph607,109,Ossington,109 Ossington Ave Ph607Â Toronto,M6J 2Z2,2,1,2Â +Â 1,3,2,Open,Condo AptÂ Apartment,900-999,,TER,W,Y,1,Owned,"Bbqs Allowed, Bike Storage, Concierge, Party/Meeting Room, Visitor Parking",788.53,4177.5,C8163540,3/21/2024,1199000,1199000,1199000,,,,,43,Builder's Plan,,,5/3/2024,5/3/2024,,,BOSLEY REAL ESTATE LTD.,3/21/2024,,5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,949,,19,2207,77,Harbour,77 Harbour Sq 2207Â Toronto,M5J 2S2,2,,2,2,2,,Condo AptÂ Apartment,1000-1199,,SUS,Se,Y,1,Exclusive,"Car Wash, Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool",1384.69,4657.25,C8137170,3/13/2024,1290000,1250000,1250000,,,,,54,1191Sqft As Per Mpac,5/4/2024,5/4/2024,,,,,ROYAL LEPAGE SIGNATURE REALTY,3/11/2024,,5/4/2024
Toronto,Toronto C01,University,1,,13,13,234,Simcoe,234 Simcoe St 13Â Toronto,M5T 1T4,3,,3,3,2,Open,Condo AptÂ Apartment,800-899,,SUS,Nw,Y,1,,,563,0,C8222456,4/10/2024,1299000,1299000,1299000,,,,,18,858Sqft,4/28/2024,5/3/2024,,,,,BAY STREET GROUP INC.,4/10/2024,,5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,1694,,2,4202,10,Navy Wharf,10 Navy Wharf Crt 4202Â Toronto,M5V 3V2,2,1,2Â +Â 1,3,2,Open,Condo AptÂ Apartment,1200-1399,,SUS,Nw,Y,2,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Tennis Court, Visitor Parking",1333.09,4197.53,C8269120,4/25/2024,1299999,1299999,1299999,,,,,13,Previous Listing,5/7/2024,5/8/2024,,,,,REAL ONE REALTY INC.,4/24/2024,,5/8/2024
Toronto,Toronto C01,Waterfront Communities C1,2909,Pj Condos,3,803,99,John,99 John St 803Â Toronto,M5V 0S6,3,1,3Â +Â 1,4,2,Jlte,Comm Element CondoÂ Apartment,1000-1199,0-5,TER,Sw,,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym, Outdoor Pool, Visitor Parking",798.08,4597.3,C8210634,4/6/2024,999888,1324900,1324900,,,,,30,Builder Floor Plan,,,5/6/2024,5/6/2024,,1.90E+14,HOMELIFE LANDMARK REALTY INC.,4/6/2024,,5/6/2024
Toronto,Toronto C01,Niagara,2138,Quay West At Tip Top,20,Th120,90,Stadium,90 Stadium Rd Th120Â Toronto,M5V 3W5,2,1,2Â +Â 1,3,3,Terr,Condo TownhouseÂ 2-Storey,1000-1199,16-30,Sold,S,Y,1,,"Bbqs Allowed, Concierge, Guest Suites, Gym, Sauna",1043.71,4525.6,C8127256,3/8/2024,1495000,1365900,1495000,1365900,91,5/2/2024,5/15/2024,55,Previous Listing,,,,,761380020,1.90E+14,ROYAL LEPAGE TERREQUITY REALTY,3/8/2024,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",5/3/2024
Toronto,Toronto C01,University,0,Artist Alley Condo,32,1232,234,Simcoe,234 Simcoe St 1232Â Toronto,M5T 1T4,3,,3,3,2,Open,Condo AptÂ Apartment,800-899,New,TER,S,Y,1,,"Exercise Room, Gym, Lap Pool, Outdoor Pool, Party/Meeting Room, Recreation Room",586.92,0,C8233496,4/15/2024,1499000,1389000,1389000,,,,,20,Builder Floor Plan,,,5/5/2024,5/5/2024,,,ROYAL LEPAGE VISION REALTY,4/15/2024,,5/5/2024
Toronto,Toronto C01,Waterfront Communities C1,2130,,11,Ph 5001,55,Bremner,55 Bremner Blvd Ph 5001Â Toronto,M5J 0A6,2,1,2Â +Â 1,3,2,Open,Condo AptÂ Apartment,1400-1599,2024-11-15 0:00,EXP,Nw,Y,1,Owned,"Concierge, Gym, Indoor Pool, Media Room, Outdoor Pool, Party/Meeting Room",1624.47,6189.86,C7392914,1/11/2024,1595000,1399000,1399000,,,,,113,As Per Floorplan,,,,,,,FOREST HILL REAL ESTATE INC.,1/11/2024,,5/4/2024
Toronto,Toronto C01,Waterfront Communities C1,1694,,2,4202,10,Navy Wharf,10 Navy Wharf Crt 4202Â Toronto,M5V 3V2,2,1,2Â +Â 1,3,2,Open,Condo AptÂ Apartment,1200-1399,,SUS,Nw,Y,2,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Tennis Court, Visitor Parking",1333.09,4197.53,C8316368,5/8/2024,1399999,1399999,1399999,,,,,0,Previous Listing,5/3/2024,5/8/2024,,,,,REAL ONE REALTY INC.,5/3/2024,,5/8/2024
Toronto,Toronto C01,Bay Street Corridor,2920,,1,501,20,Edward,20 Edward St 501Â Toronto,M5G 0C5,3,1,3Â +Â 1,4,2,Terr,Condo AptÂ Apartment,1000-1199,New,TER,Ne,Y,1,Exclusive,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room",704.1,8923.19,C8139318,3/13/2024,1479000,1425000,1425000,,,,,53,As-Built Plan,,,5/5/2024,5/5/2024,,,ROYAL LEPAGE SIGNATURE REALTY,3/13/2024,,5/5/2024
Toronto,Toronto C01,Waterfront Communities C1,1517,Apex,5,Ph2,397,Front,397 Front St W Ph2Â Toronto,M5V 3S1,2,1,2Â +Â 1,3,3,Open,Condo AptÂ Apartment,1400-1599,,SUS,S,Y,3,Owned,"Indoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Sauna",1263.89,5210.26,C8175616,3/26/2024,1450000,1480000,1480000,,,,,39,As Per Mpac,5/4/2024,5/4/2024,,,,,ROYAL LEPAGE SIGNATURE REALTY,3/26/2024,,5/4/2024
Toronto,Toronto C01,Bay Street Corridor,2279,The St. Regis Residences,2,4002,311,Bay,311 Bay St 4002Â Toronto,M5H 4G5,1,1,1Â +Â 1,2,2,,Condo AptÂ Apartment,1400-1599,2024-11-15 0:00,TER,N,,1,Owned,"Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Sauna, Visitor Parking",2750.91,8342.8,C8094624,2/26/2024,1624000,1584000,1584000,,,,,68,1445 Sq. Ft. As Per Builder Plan,,,5/4/2024,5/4/2024,762790158,1.90E+14,BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY,2/26/2024,,5/4/2024
Toronto,Toronto C01,Bay Street Corridor,2258,180 University Ave,9,2609,180,University,180 University Ave E 2609Â Toronto,M5H 0A2,2,,2,2,3,Open,Condo AptÂ Apartment,1600-1799,2024-11-15 0:00,Sold,Se,,1,,"Concierge, Exercise Room, Gym, Indoor Pool, Visitor Parking",1994.7,9214.57,C8113376,3/4/2024,2080000,1668000,1800000,1668000,93,5/5/2024,8/8/2024,65,1600-1799,,,,,762580080,1.90E+14,NU STREAM REALTY (TORONTO) INC.,3/1/2024,"ALPHA REALTY INC., BROKERAGE",5/7/2024
Toronto,Toronto C01,Waterfront Communities C1,2090,,16,819,8,Telegram,8 Telegram Mews 819Â Toronto,M5V 3Z5,3,1,3Â +Â 1,4,3,Open,Condo AptÂ 2-Storey,1800-1999,2024-11-15 0:00,TER,Ew,Y,2,,"Bbqs Allowed, Exercise Room, Gym, Recreation Room, Visitor Parking",1444,5963.16,C8121912,3/7/2024,1650000,1680000,1680000,,,,,63,Builder,,4/30/2024,5/8/2024,5/8/2024,130900474,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,3/6/2024,,5/8/2024
Toronto,Toronto C01,Palmerston-Little Italy,2882,,3,3,662,Bathurst,662 Bathurst St 3Â Toronto,M5S 2R3,3,1,3Â +Â 1,4,3,Terr,Condo AptÂ 2-Storey,1800-1999,,Sold,S,Y,2,,"Bbqs Allowed, Rooftop Deck/Garden",245.84,7862.03,C8264026,4/23/2024,1695000,1695000,1695000,1695000,100,5/3/2024,7/24/2024,10,Owner,,,,,,,RE/MAX HALLMARK BIBBY GROUP REALTY,4/23/2024,"THE AGENCY, BROKERAGE",5/3/2024
Toronto,Toronto C01,Waterfront Communities C1,2708,,10,4510,10,York,10 York St 4510Â Toronto,M5J 2Z2,3,,3,3,3,Open,Condo AptÂ Apartment,1200-1399,0-5,Sold,Sw,,1,Owned,,932.14,7395.64,C8259312,4/22/2024,1799888,1698000,1799888,1698000,94,5/8/2024,8/8/2024,16,Geo,,,,,,,FOREST HILL REAL ESTATE INC.,4/22/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",5/8/2024
Toronto,Toronto C01,Waterfront Communities C1,2206,,7,Ph3508,375,King,375 King St W Ph3508Â Toronto,M5V 1K5,2,1,2Â +Â 1,3,3,Terr,Condo AptÂ Apartment,1600-1799,,Sold,Nw,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",1460.89,4670.5,C8166228,3/22/2024,1845000,1710000,1845000,1710000,93,5/3/2024,6/26/2024,42,1665 Sq Ft,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,3/22/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/4/2024
Toronto,Toronto C01,Waterfront Communities C1,2874,Waterworks,5,1105,505,Richmond,505 Richmond St W 1105Â Toronto,M5V 0P4,2,,2,2,2,Terr,Condo AptÂ Apartment,1200-1399,0-5,Sold,Sw,Y,1,Owned,,1002.48,7448.94,C8280716,4/29/2024,1750000,1750000,1750000,1750000,100,5/3/2024,6/3/2024,4,Mpac,,,,,768740232,,CHESTNUT PARK REAL ESTATE LIMITED,4/29/2024,"SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",5/6/2024
